"","Product","TitleOfReviews","NameOfReviewer","Date","Ratings","TypeOfReview","Reviews"
"27","Solar Fountain Water Pump Bird Bath",NA,"Debbie","Reviewed in Australia on 30 December 2022","5.0 out of 5 stars","Verified Purchase","This is a great little solar fountain that was easy to setup and works well on sunny days, a lot of attachments so you can choose the type of spray you want."
"28","Solar Fountain Water Pump Bird Bath",NA,"Terry Gaston","Reviewed in Australia on 7 October 2022","5.0 out of 5 stars","Verified Purchase","It is exactly what I expected and works wonderfully.  It is winter at the moment, but still works - I can't wait until full sunshine and summer!"
"29","Solar Fountain Water Pump Bird Bath",NA,"kim8","Reviewed in Australia on 8 December 2021","5.0 out of 5 stars","Verified Purchase","Works great very happy😊😁😊"
"30","Solar Fountain Water Pump Bird Bath",NA,"Tony Liebregts","Reviewed in Australia on 19 July 2021","5.0 out of 5 stars","Verified Purchase","really  easy to  set up.  Continues working all the time  the sun is out.  Appears,  from my exeperience,  to be trouble free.  that is why I am now  going try to buy 2 more this  extra  small size ones"
"31","Solar Fountain Water Pump Bird Bath",NA,"Helen","Reviewed in Australia on 19 February 2024","3.6 out of 5 stars","Verified Purchase","The fountain works very well. Needs full sun without foliage blocking the solar panels. Very nice addition to the garden. Highly recommend!"
"32","Solar Fountain Water Pump Bird Bath",NA,"Kim","Reviewed in Australia on 13 December 2023","5.0 out of 5 stars","Verified Purchase","My friend loves it. Works without a hitch."
"33","Solar Fountain Water Pump Bird Bath",NA,"Cess1972","Reviewed in Australia on 13 March 2023","3.0 out of 5 stars","Verified Purchase","Works well, the birds love it."
"34","Solar Fountain Water Pump Bird Bath",NA,"Kindle Customer","Reviewed in Australia on 25 June 2023","5.0 out of 5 stars","Verified Purchase","Works well delighted with purchade"
"35","Solar Fountain Water Pump Bird Bath",NA,"Georgeee","Reviewed in Australia on 13 July 2023","5.0 out of 5 stars","Verified Purchase","Easy to install, I now have 3 in my garden, love them"
"36","Solar Fountain Water Pump Bird Bath",NA,"Amazon Customer","Reviewed in Australia on 16 April 2023","5.0 out of 5 stars","Verified Purchase","Small for what you get fountains float to edge of pond and push the water out over the edge and empty the pond"
"37","Solar Fountain Water Pump Bird Bath",NA,"Debbie","Reviewed in Australia on 30 December 2022","5.0 out of 5 stars","Verified Purchase","This is a great little solar fountain that was easy to setup and works well on sunny days, a lot of attachments so you can choose the type of spray you want."
"38","Solar Fountain Water Pump Bird Bath",NA,"Terry Gaston","Reviewed in Australia on 7 October 2022","5.0 out of 5 stars","Verified Purchase","It is exactly what I expected and works wonderfully.  It is winter at the moment, but still works - I can't wait until full sunshine and summer!"
"39","Solar Fountain Water Pump Bird Bath",NA,"kim8","Reviewed in Australia on 8 December 2021","5.0 out of 5 stars","Verified Purchase","Works great very happy😊😁😊"
"40","Solar Fountain Water Pump Bird Bath",NA,"Tony Liebregts","Reviewed in Australia on 19 July 2021","5.0 out of 5 stars","Verified Purchase","really  easy to  set up.  Continues working all the time  the sun is out.  Appears,  from my exeperience,  to be trouble free.  that is why I am now  going try to buy 2 more this  extra  small size ones"
"41","Solar Fountain Water Pump Bird Bath",NA,"Helen","Reviewed in Australia on 19 February 2024","3.6 out of 5 stars","Verified Purchase","The fountain works very well. Needs full sun without foliage blocking the solar panels. Very nice addition to the garden. Highly recommend!"
"42","Solar Fountain Water Pump Bird Bath",NA,"Kim","Reviewed in Australia on 13 December 2023","5.0 out of 5 stars","Verified Purchase","My friend loves it. Works without a hitch."
"43","Solar Fountain Water Pump Bird Bath",NA,"Cess1972","Reviewed in Australia on 13 March 2023","3.0 out of 5 stars","Verified Purchase","Works well, the birds love it."
"44","Solar Fountain Water Pump Bird Bath",NA,"Kindle Customer","Reviewed in Australia on 25 June 2023","5.0 out of 5 stars","Verified Purchase","Works well delighted with purchade"
"45","Solar Fountain Water Pump Bird Bath",NA,"Georgeee","Reviewed in Australia on 13 July 2023","5.0 out of 5 stars","Verified Purchase","Easy to install, I now have 3 in my garden, love them"
"46","Solar Fountain Water Pump Bird Bath",NA,"Amazon Customer","Reviewed in Australia on 16 April 2023","5.0 out of 5 stars","Verified Purchase","Small for what you get fountains float to edge of pond and push the water out over the edge and empty the pond"
"47","Solar Fountain Water Pump Bird Bath",NA,"Debbie","Reviewed in Australia on 30 December 2022","5.0 out of 5 stars","Verified Purchase","This is a great little solar fountain that was easy to setup and works well on sunny days, a lot of attachments so you can choose the type of spray you want."
"48","Solar Fountain Water Pump Bird Bath",NA,"Terry Gaston","Reviewed in Australia on 7 October 2022","5.0 out of 5 stars","Verified Purchase","It is exactly what I expected and works wonderfully.  It is winter at the moment, but still works - I can't wait until full sunshine and summer!"
"49","Solar Fountain Water Pump Bird Bath",NA,"kim8","Reviewed in Australia on 8 December 2021","5.0 out of 5 stars","Verified Purchase","Works great very happy😊😁😊"
"50","Solar Fountain Water Pump Bird Bath",NA,"Tony Liebregts","Reviewed in Australia on 19 July 2021","5.0 out of 5 stars","Verified Purchase","really  easy to  set up.  Continues working all the time  the sun is out.  Appears,  from my exeperience,  to be trouble free.  that is why I am now  going try to buy 2 more this  extra  small size ones"
